stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\nilo1\source\repos\jogo2d-ARMENIA\Armenia-Jogo2d\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.26636] added dtor for sub_bitmap 000001600A4A3380, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26644] added dtor for sub_bitmap 000001600A4A3B40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26654] added dtor for sub_bitmap 000001600A4A5660, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26666] added dtor for sub_bitmap 000001600A4A5C30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26675] added dtor for sub_bitmap 000001600A4A5E20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26691] added dtor for sub_bitmap 000001600A4A6200, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26701] added dtor for sub_bitmap 000001600A4A1290, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26710] added dtor for sub_bitmap 000001600A4A2400, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26719] added dtor for sub_bitmap 000001600A4A5090, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26728] added dtor for sub_bitmap 000001600A4A3D30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26738] added dtor for sub_bitmap 000001600A4A48D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26746] added dtor for sub_bitmap 000001600A49FF30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26756] added dtor for sub_bitmap 000001600A4A0CC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26764] added dtor for sub_bitmap 000001600A4A5850, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26772] added dtor for sub_bitmap 000001600A4A0120, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26780] added dtor for sub_bitmap 000001600A4A2FA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26809] added dtor for sub_bitmap 000001600A4A06F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26823] added dtor for sub_bitmap 000001600A4A4110, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26831] added dtor for sub_bitmap 000001600A4A63F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26839] added dtor for sub_bitmap 000001600A4A25F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26947] added dtor for sub_bitmap 000001600A49F580, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26962] added dtor for sub_bitmap 000001600A49FB50, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26971] added dtor for sub_bitmap 000001600A4A5A40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26980] added dtor for sub_bitmap 000001600A4A4AC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27004] added dtor for sub_bitmap 000001600A49F770, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27014] added dtor for sub_bitmap 000001600A4A5280, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27033] added dtor for sub_bitmap 000001600A4A27E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27045] added dtor for sub_bitmap 000001600A4A65E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27053] added dtor for sub_bitmap 000001600A49F1A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27060] added dtor for sub_bitmap 000001600A4A5470, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27068] added dtor for sub_bitmap 000001600A4A4CB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27079] added dtor for sub_bitmap 000001600A4A69C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27087] added dtor for sub_bitmap 000001600A4A1480, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27097] added dtor for sub_bitmap 000001600A49F960, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27107] added dtor for sub_bitmap 000001600A4A1670, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27119] added dtor for sub_bitmap 000001600A4A2BC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.27141] added dtor for sub_bitmap 000001600A4A6BB0, func 00007FFB45C4118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.27204] removed dtor for bitmap 000001600A245570
dtor     D               dtor.c:196  _al_register_destructor          [   0.27295] added dtor for font 000001600A23D330, func 00007FFBD9B2128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.27317] removed dtor for bitmap 000001600A2407E0
dtor     D               dtor.c:196  _al_register_destructor          [   0.27341] added dtor for timer 0000016002FA50B0, func 00007FFB45C41050
dtor     D               dtor.c:196  _al_register_destructor          [   0.27389] added dtor for timer 0000016002FA4840, func 00007FFB45C41050
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.27398] opening ./fantasma.bmp rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.27581] opening ./fantasma.bmp rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27614] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27625] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27633] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27645] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27653] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27660] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27669] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27676] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27683] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.27690] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.27697] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.27704] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.27711] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27758] added dtor for bitmap 000001600A49F390, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.27832] opening ./coracao.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.27866] opening ./coracao.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27936] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27954] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27963] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27970] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27976] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27982] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27990] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27996] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28003] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.28011] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.28019] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.28026] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.28034] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28089] added dtor for bitmap 000001600A49FD40, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.28148] opening ./botao_sair.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.28214] opening ./botao_sair.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28251] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28291] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28300] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28308] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28314] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28322] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28342] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28350] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28357] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.28364] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.28373] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.28383] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.28391] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28449] added dtor for bitmap 000001600A4A3760, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.28562] opening ./botao_jogar.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.28615] opening ./botao_jogar.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28654] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28666] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28674] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28681] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28688] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28696] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28702] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28709] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.28723] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.28730] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.28737] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.28744] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.28751] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28798] added dtor for bitmap 000001600A4A0500, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.28985] opening ./cenario_radio.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.29098] opening ./cenario_radio.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29138] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29149] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29156] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29162] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29169] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29177] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29184] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29191] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.29197] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.29206] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.29213] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.29219] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.29226] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29338] added dtor for bitmap 000001600A4A4EA0, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.30721] opening ./cenario_bar.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.30759] opening ./cenario_bar.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30784] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30793] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30801] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30807] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30814] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30820] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30827] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30834] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.30842] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.30848] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.30857] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.30868] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.30892] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.31005] added dtor for bitmap 000001600A4A3F20, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.32403] opening ./cenario_escritorio.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.32443] opening ./cenario_escritorio.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32468] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32477] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32484] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32490] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32496] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32503] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32512] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32518] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32525] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.32533] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.32541] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.32547] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.32554] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.32640] added dtor for bitmap 000001600A4A08E0, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.34022] opening ./cenario_fora.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.34076] opening ./cenario_fora.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34097] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34106] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34113] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34120] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34126] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34134] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34142] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34152] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34159] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.34167] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.34176] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.34183] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.34190] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.34272] added dtor for bitmap 000001600A4A2DB0, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.35771] opening ./cenario_garagem.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.35807] opening ./cenario_garagem.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35836] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35849] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35867] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35878] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35886] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35908] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35924] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35947] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.35975] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.35984] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.35992] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.36002] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.36014] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36174] added dtor for bitmap 000001600A4A3570, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.37581] opening ./cenario_dormitorio.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.37636] opening ./cenario_dormitorio.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37694] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37704] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37710] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37717] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37723] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37729] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37738] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37757] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.37764] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.37772] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.37779] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.37789] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.37798] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.37915] added dtor for bitmap 000001600A4A0AD0, func 00007FFB45C4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.39228] opening ./cruzada2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.39263] opening ./cruzada2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39283] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39291] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39299] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39309] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39316] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39323] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39330] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39339] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.39347] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.39355] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.39362] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.39383] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.39391] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.39549] added dtor for bitmap 000001600A4A4300, func 00007FFB45C4118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40287] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40322] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40332] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40340] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40347] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40355] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40363] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40369] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40376] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.40383] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.40391] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.40398] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.40405] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.40499] added dtor for bitmap 000001600A4A0EB0, func 00007FFB45C4118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40528] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40545] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40559] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40575] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40588] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40602] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40613] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40628] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.40644] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.40658] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.40672] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.40688] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.40719] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.40881] added dtor for bitmap 000001600A4A10A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.40972] added dtor for queue 0000016002F59230, func 00007FFB45C41C49
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61026] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61075] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61217] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61310] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61335] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61426] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61443] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61549] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61569] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61690] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62030] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62054] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62527] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62927] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63282] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63741] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63775] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.64198] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.64224] _al_d3d_sync_bitmap (video) ref count == 1
