stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\mathe\source\repos\testando codigo\x64\Debug\allegro5.cfg r
display  D   display_settings.c:400  _al_score_display_settings       [   0.06593] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06599] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06606] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06613] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06619] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06624] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06631] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06636] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06642] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06647] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06652] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06657] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06663] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06669] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06674] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06679] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06684] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06691] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06697] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06702] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06707] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06713] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06720] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06725] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06731] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06738] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06745] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06751] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06758] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06763] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06769] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06775] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06781] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06787] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06792] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06797] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06804] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06811] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06822] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06830] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06840] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06846] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06852] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06858] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06864] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06871] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06879] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06885] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06891] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06899] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06906] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06912] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06919] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06923] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06933] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06938] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06944] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06949] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06956] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06961] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06972] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06977] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06982] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06988] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06997] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07002] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07007] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07012] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07017] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07023] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07031] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07037] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07043] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07048] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07054] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07068] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07075] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07081] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07108] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.07141] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.07702] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.07722] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.13469] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.16883] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.16894] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.16901] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.16911] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.16917] Returning d3d_display: 000001F5662CE910
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.16923] al_display=000001F5662CE910
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.16928] al_display->vt=000001F5662CE760
system   D            wsystem.c:836  maybe_parent_dir                 [   0.16965] Also searching C:\Users\mathe\source\repos\testando codigo\x64\
system   D            wsystem.c:891  _al_win_safe_load_library        [   0.16983] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:797  load_library_at_path             [   0.16989] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:800  load_library_at_path             [   0.17146] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.17155] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.17171] added dtor for bitmap 000001F56B9E5AB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17218] added dtor for bitmap 000001F56B9FF7D0, func 00007FF9BA87118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17441] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17448] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17453] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17457] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17461] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17467] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17472] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17476] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17480] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.17485] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.17490] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.17495] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.17500] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.17553] added dtor for bitmap 000001F56BA19830, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17606] added dtor for sub_bitmap 000001F56BA67350, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17614] added dtor for sub_bitmap 000001F56BA67540, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17621] added dtor for sub_bitmap 000001F56BA67730, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17627] added dtor for sub_bitmap 000001F56BA67920, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17633] added dtor for sub_bitmap 000001F56BA67B10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17637] added dtor for sub_bitmap 000001F56BA67D00, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17644] added dtor for sub_bitmap 000001F56BA67EF0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17651] added dtor for sub_bitmap 000001F56BA68EC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17658] added dtor for sub_bitmap 000001F56BA68700, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17664] added dtor for sub_bitmap 000001F56BA68CD0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17670] added dtor for sub_bitmap 000001F56BA68130, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17676] added dtor for sub_bitmap 000001F56BA68320, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17683] added dtor for sub_bitmap 000001F56BA68510, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17689] added dtor for sub_bitmap 000001F56BA688F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17696] added dtor for sub_bitmap 000001F56BA68AE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17703] added dtor for sub_bitmap 000001F56BA6C6B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17709] added dtor for sub_bitmap 000001F56BA6C0E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17714] added dtor for sub_bitmap 000001F56BA6C2D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17719] added dtor for sub_bitmap 000001F56BA6C8A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17725] added dtor for sub_bitmap 000001F56BA6C4C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17730] added dtor for sub_bitmap 000001F56BA6CA90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17736] added dtor for sub_bitmap 000001F56BA6BEF0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17742] added dtor for sub_bitmap 000001F56BA6B160, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17747] added dtor for sub_bitmap 000001F56BA6B920, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17753] added dtor for sub_bitmap 000001F56BA6B350, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17759] added dtor for sub_bitmap 000001F56BA6B540, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17765] added dtor for sub_bitmap 000001F56BA6CC80, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17771] added dtor for sub_bitmap 000001F56BA6CE70, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17777] added dtor for sub_bitmap 000001F56BA6BB10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17782] added dtor for sub_bitmap 000001F56BA6B730, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17788] added dtor for sub_bitmap 000001F56BA6BD00, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17794] added dtor for sub_bitmap 000001F56BA6D930, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17803] added dtor for sub_bitmap 000001F56BA6E0F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17809] added dtor for sub_bitmap 000001F56BA6E6C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17815] added dtor for sub_bitmap 000001F56BA6E8B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17822] added dtor for sub_bitmap 000001F56BA6EAA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17828] added dtor for sub_bitmap 000001F56BA6DB20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17833] added dtor for sub_bitmap 000001F56BA6EC90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17840] added dtor for sub_bitmap 000001F56BA6D550, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17848] added dtor for sub_bitmap 000001F56BA6D740, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17854] added dtor for sub_bitmap 000001F56BA6D170, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17860] added dtor for sub_bitmap 000001F56BA6EE80, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17866] added dtor for sub_bitmap 000001F56BA6DD10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17872] added dtor for sub_bitmap 000001F56BA6DF00, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17879] added dtor for sub_bitmap 000001F56BA6E2E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17885] added dtor for sub_bitmap 000001F56BA6E4D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17892] added dtor for sub_bitmap 000001F56BA6D360, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17899] added dtor for sub_bitmap 000001F56BA716E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17905] added dtor for sub_bitmap 000001F56BA71AC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17911] added dtor for sub_bitmap 000001F56BA70570, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17919] added dtor for sub_bitmap 000001F56BA70F20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17936] added dtor for sub_bitmap 000001F56BA70190, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17943] added dtor for sub_bitmap 000001F56BA71CB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17949] added dtor for sub_bitmap 000001F56BA71110, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17956] added dtor for sub_bitmap 000001F56BA71300, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17963] added dtor for sub_bitmap 000001F56BA70760, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17971] added dtor for sub_bitmap 000001F56BA718D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17977] added dtor for sub_bitmap 000001F56BA71EA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17983] added dtor for sub_bitmap 000001F56BA714F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17994] added dtor for sub_bitmap 000001F56BA70380, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18000] added dtor for sub_bitmap 000001F56BA70950, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18007] added dtor for sub_bitmap 000001F56BA70B40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18014] added dtor for sub_bitmap 000001F56BA70D30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18021] added dtor for sub_bitmap 000001F56BA74CD0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18030] added dtor for sub_bitmap 000001F56BA733A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18036] added dtor for sub_bitmap 000001F56BA73780, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18041] added dtor for sub_bitmap 000001F56BA748F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18046] added dtor for sub_bitmap 000001F56BA73D50, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18056] added dtor for sub_bitmap 000001F56BA74510, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18062] added dtor for sub_bitmap 000001F56BA73970, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18068] added dtor for sub_bitmap 000001F56BA74700, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18074] added dtor for sub_bitmap 000001F56BA731B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18079] added dtor for sub_bitmap 000001F56BA73F40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18087] added dtor for sub_bitmap 000001F56BA74320, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18094] added dtor for sub_bitmap 000001F56BA74AE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18100] added dtor for sub_bitmap 000001F56BA73B60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18106] added dtor for sub_bitmap 000001F56BA73590, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18112] added dtor for sub_bitmap 000001F56BA74130, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18119] added dtor for sub_bitmap 000001F56BA74EC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18126] added dtor for sub_bitmap 000001F56BA75B70, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18132] added dtor for sub_bitmap 000001F56BA751C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18139] added dtor for sub_bitmap 000001F56BA76140, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18145] added dtor for sub_bitmap 000001F56BA75D60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18159] added dtor for sub_bitmap 000001F56BA76330, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18168] added dtor for sub_bitmap 000001F56BA75F50, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18174] added dtor for sub_bitmap 000001F56BA76520, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18180] added dtor for sub_bitmap 000001F56BA75790, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18192] added dtor for sub_bitmap 000001F56BA76AF0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18203] added dtor for sub_bitmap 000001F56BA753B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18208] added dtor for sub_bitmap 000001F56BA755A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18222] added dtor for sub_bitmap 000001F56BA75980, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18229] added dtor for sub_bitmap 000001F56BA76710, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18235] added dtor for sub_bitmap 000001F56BA76900, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18242] added dtor for sub_bitmap 000001F56BA76CE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18248] added dtor for sub_bitmap 000001F56BA76ED0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18255] added dtor for sub_bitmap 000001F56BA78DA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18262] added dtor for sub_bitmap 000001F56BA79370, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18269] added dtor for sub_bitmap 000001F56BA79180, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18275] added dtor for sub_bitmap 000001F56BA787D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18280] added dtor for sub_bitmap 000001F56BA789C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18285] added dtor for sub_bitmap 000001F56BA79B30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18290] added dtor for sub_bitmap 000001F56BA785E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18295] added dtor for sub_bitmap 000001F56BA7A100, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18300] added dtor for sub_bitmap 000001F56BA78BB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18308] added dtor for sub_bitmap 000001F56BA79D20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18315] added dtor for sub_bitmap 000001F56BA78F90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18321] added dtor for sub_bitmap 000001F56BA79560, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18328] added dtor for sub_bitmap 000001F56BA79750, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18344] added dtor for sub_bitmap 000001F56BA79F10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18352] added dtor for sub_bitmap 000001F56BA79940, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18362] added dtor for sub_bitmap 000001F56BA7A2F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18369] added dtor for sub_bitmap 000001F56BA7C6D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18374] added dtor for sub_bitmap 000001F56BA7CAB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18382] added dtor for sub_bitmap 000001F56BA7BF10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18388] added dtor for sub_bitmap 000001F56BA7D650, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18395] added dtor for sub_bitmap 000001F56BA7CCA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18402] added dtor for sub_bitmap 000001F56BA7CE90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18408] added dtor for sub_bitmap 000001F56BA7C2F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18418] added dtor for sub_bitmap 000001F56BA7C100, func 00007FF9BA87118B
